Date,Location_ID,Location_Name,Location_Type,Product_ID,Product_Name,Category,Sub_Category,Price,Sales_Qty,Revenue,Current_Stock,Target_Stock
2025-11-21,S_007,Begumpet,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,10,25000,45,105
2025-11-21,S_008,Uppal,Store,E_001,iPhone 15,Electronics,Mobile,80000,6,480000,20,35
2025-11-21,S_008,Uppal,Store,E_002,Samsung S24,Electronics,Mobile,75000,4,300000,39,35
2025-11-21,S_008,Uppal,Store,E_003,MacBook Air,Electronics,Laptop,100000,1,100000,10,14
2025-11-21,S_008,Uppal,Store,E_004,Sony Headphones,Electronics,Audio,20000,7,140000,28,56
2025-11-21,S_008,Uppal,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,172,10320,335,1400
2025-11-21,S_008,Uppal,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,185,9250,746,1050
2025-11-21,S_008,Uppal,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,124,11160,611,700
2025-11-21,S_008,Uppal,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,231,9240,1268,1260
2025-11-21,S_008,Uppal,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,36,12600,307,280
2025-11-21,S_008,Uppal,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,57,11400,510,420
2025-11-21,S_008,Uppal,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,5,7
2025-11-21,S_008,Uppal,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,24,19200,57,175
2025-11-21,S_008,Uppal,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,17,42500,132,105
2025-11-21,S_009,Dilsukhnagar,Store,E_001,iPhone 15,Electronics,Mobile,80000,4,320000,16,35
2025-11-21,S_009,Dilsukhnagar,Store,E_002,Samsung S24,Electronics,Mobile,75000,1,75000,22,35
2025-11-21,S_009,Dilsukhnagar,Store,E_003,MacBook Air,Electronics,Laptop,100000,1,100000,15,14
2025-11-21,S_009,Dilsukhnagar,Store,E_004,Sony Headphones,Electronics,Audio,20000,9,180000,46,56
2025-11-21,S_009,Dilsukhnagar,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,131,7860,1657,1400
2025-11-21,S_009,Dilsukhnagar,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,155,7750,342,1050
2025-11-21,S_009,Dilsukhnagar,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,109,9810,188,700
2025-11-21,S_009,Dilsukhnagar,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,152,6080,850,1260
2025-11-21,S_009,Dilsukhnagar,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,26,9100,329,280
2025-11-21,S_009,Dilsukhnagar,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,55,11000,211,420
2025-11-21,S_009,Dilsukhnagar,Store,H_003,Study Table,Home Essentials,Furniture,4000,0,0,5,7
2025-11-21,S_009,Dilsukhnagar,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,32,25600,126,175
2025-11-21,S_009,Dilsukhnagar,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,20,50000,63,105
2025-11-21,S_010,Charminar,Store,E_001,iPhone 15,Electronics,Mobile,80000,5,400000,45,35
2025-11-21,S_010,Charminar,Store,E_002,Samsung S24,Electronics,Mobile,75000,3,225000,25,35
2025-11-21,S_010,Charminar,Store,E_003,MacBook Air,Electronics,Laptop,100000,2,200000,5,14
2025-11-21,S_010,Charminar,Store,E_004,Sony Headphones,Electronics,Audio,20000,11,220000,36,56
2025-11-21,S_010,Charminar,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,164,9840,1791,1400
2025-11-21,S_010,Charminar,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,135,6750,964,1050
2025-11-21,S_010,Charminar,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,94,8460,911,700
2025-11-21,S_010,Charminar,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,172,6880,1868,1260
2025-11-21,S_010,Charminar,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,45,15750,254,280
2025-11-21,S_010,Charminar,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,88,17600,191,420
2025-11-21,S_010,Charminar,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,7,7
2025-11-21,S_010,Charminar,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,30,24000,153,175
2025-11-21,S_010,Charminar,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,8,20000,50,105
2025-11-22,W_001,Shamirpet Central Warehouse,Warehouse,E_001,iPhone 15,Electronics,Mobile,80000,0,0,2500,0
2025-11-22,W_001,Shamirpet Central Warehouse,Warehouse,E_002,Samsung S24,Electronics,Mobile,75000,0,0,2500,0
2025-11-22,W_001,Shamirpet Central Warehouse,Warehouse,E_003,MacBook Air,Electronics,Laptop,100000,0,0,1000,0
2025-11-22,W_001,Shamirpet Central Warehouse,Warehouse,E_004,Sony Headphones,Electronics,Audio,20000,0,0,4000,0
2025-11-22,W_001,Shamirpet Central Warehouse,Warehouse,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,0,0,100000,0
2025-11-22,W_001,Shamirpet Central Warehouse,Warehouse,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,0,0,75000,0
2025-11-22,W_001,Shamirpet Central Warehouse,Warehouse,D_003,Farm Eggs (12),Daily Needs,Dairy,90,0,0,50000,0
2025-11-22,W_001,Shamirpet Central Warehouse,Warehouse,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,0,0,90000,0
2025-11-22,W_001,Shamirpet Central Warehouse,Warehouse,H_001,Detergent 2kg,Home Essentials,Cleaning,350,0,0,20000,0
2025-11-22,W_001,Shamirpet Central Warehouse,Warehouse,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,0,0,30000,0
2025-11-22,W_001,Shamirpet Central Warehouse,Warehouse,H_003,Study Table,Home Essentials,Furniture,4000,0,0,500,0
2025-11-22,W_001,Shamirpet Central Warehouse,Warehouse,F_001,Mens T-Shirt,Fashion,Menswear,800,0,0,12500,0
2025-11-22,W_001,Shamirpet Central Warehouse,Warehouse,F_002,Womans Jeans,Fashion,Womenswear,2500,0,0,7500,0
2025-11-22,S_001,Gachibowli,Store,E_001,iPhone 15,Electronics,Mobile,80000,9,720000,38,35
2025-11-22,S_001,Gachibowli,Store,E_002,Samsung S24,Electronics,Mobile,75000,14,1050000,25,35
2025-11-22,S_001,Gachibowli,Store,E_003,MacBook Air,Electronics,Laptop,100000,4,400000,4,14
2025-11-22,S_001,Gachibowli,Store,E_004,Sony Headphones,Electronics,Audio,20000,14,280000,28,56
2025-11-22,S_001,Gachibowli,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,268,16080,1230,1400
2025-11-22,S_001,Gachibowli,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,276,13800,1010,1050
2025-11-22,S_001,Gachibowli,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,221,19890,898,700
2025-11-22,S_001,Gachibowli,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,309,12360,1234,1260
2025-11-22,S_001,Gachibowli,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,72,25200,350,280
2025-11-22,S_001,Gachibowli,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,110,22000,186,420
2025-11-22,S_001,Gachibowli,Store,H_003,Study Table,Home Essentials,Furniture,4000,0,0,7,7
2025-11-22,S_001,Gachibowli,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,53,42400,96,175
2025-11-22,S_001,Gachibowli,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,25,62500,122,105
2025-11-22,S_002,Jubilee Hills,Store,E_001,iPhone 15,Electronics,Mobile,80000,8,640000,24,35
2025-11-22,S_002,Jubilee Hills,Store,E_002,Samsung S24,Electronics,Mobile,75000,7,525000,15,35
2025-11-22,S_002,Jubilee Hills,Store,E_003,MacBook Air,Electronics,Laptop,100000,5,500000,19,14
2025-11-22,S_002,Jubilee Hills,Store,E_004,Sony Headphones,Electronics,Audio,20000,12,240000,48,56
2025-11-22,S_002,Jubilee Hills,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,331,19860,925,1400
2025-11-22,S_002,Jubilee Hills,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,332,16600,777,1050
2025-11-22,S_002,Jubilee Hills,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,156,14040,844,700
2025-11-22,S_002,Jubilee Hills,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,451,18040,905,1260
2025-11-22,S_002,Jubilee Hills,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,65,22750,276,280
2025-11-22,S_002,Jubilee Hills,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,140,28000,338,420
2025-11-22,S_002,Jubilee Hills,Store,H_003,Study Table,Home Essentials,Furniture,4000,2,8000,5,7
2025-11-22,S_002,Jubilee Hills,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,53,42400,197,175
2025-11-22,S_002,Jubilee Hills,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,32,80000,84,105
2025-11-22,S_003,Madhapur,Store,E_001,iPhone 15,Electronics,Mobile,80000,7,560000,21,35
2025-11-22,S_003,Madhapur,Store,E_002,Samsung S24,Electronics,Mobile,75000,8,600000,20,35
2025-11-22,S_003,Madhapur,Store,E_003,MacBook Air,Electronics,Laptop,100000,2,200000,6,14
2025-11-22,S_003,Madhapur,Store,E_004,Sony Headphones,Electronics,Audio,20000,12,240000,67,56
2025-11-22,S_003,Madhapur,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,259,15540,1512,1400
2025-11-22,S_003,Madhapur,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,240,12000,1036,1050
2025-11-22,S_003,Madhapur,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,133,11970,1000,700
2025-11-22,S_003,Madhapur,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,293,11720,789,1260
2025-11-22,S_003,Madhapur,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,60,21000,413,280
2025-11-22,S_003,Madhapur,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,105,21000,370,420
2025-11-22,S_003,Madhapur,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,5,7
2025-11-22,S_003,Madhapur,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,30,24000,193,175
2025-11-22,S_003,Madhapur,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,22,55000,112,105
2025-11-22,S_004,Kukatpally,Store,E_001,iPhone 15,Electronics,Mobile,80000,8,640000,21,35
2025-11-22,S_004,Kukatpally,Store,E_002,Samsung S24,Electronics,Mobile,75000,6,450000,22,35
2025-11-22,S_004,Kukatpally,Store,E_003,MacBook Air,Electronics,Laptop,100000,3,300000,6,14
2025-11-22,S_004,Kukatpally,Store,E_004,Sony Headphones,Electronics,Audio,20000,8,160000,33,56
2025-11-22,S_004,Kukatpally,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,258,15480,100,1400
2025-11-22,S_004,Kukatpally,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,221,11050,1219,1050
2025-11-22,S_004,Kukatpally,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,160,14400,50,700
2025-11-22,S_004,Kukatpally,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,260,10400,580,1260
2025-11-22,S_004,Kukatpally,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,54,18900,89,280
2025-11-22,S_004,Kukatpally,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,72,14400,495,420
2025-11-22,S_004,Kukatpally,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,5,7
2025-11-22,S_004,Kukatpally,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,43,34400,203,175
2025-11-22,S_004,Kukatpally,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,16,40000,42,105
2025-11-22,S_005,Banjara Hills,Store,E_001,iPhone 15,Electronics,Mobile,80000,6,480000,10,35
2025-11-22,S_005,Banjara Hills,Store,E_002,Samsung S24,Electronics,Mobile,75000,5,375000,24,35
2025-11-22,S_005,Banjara Hills,Store,E_003,MacBook Air,Electronics,Laptop,100000,1,100000,13,14
2025-11-22,S_005,Banjara Hills,Store,E_004,Sony Headphones,Electronics,Audio,20000,8,160000,19,56
2025-11-22,S_005,Banjara Hills,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,267,16020,1066,1400
2025-11-22,S_005,Banjara Hills,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,232,11600,855,1050
2025-11-22,S_005,Banjara Hills,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,139,12510,492,700
2025-11-22,S_005,Banjara Hills,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,213,8520,1305,1260
2025-11-22,S_005,Banjara Hills,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,49,17150,297,280
2025-11-22,S_005,Banjara Hills,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,63,12600,207,420
2025-11-22,S_005,Banjara Hills,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,6,7
2025-11-22,S_005,Banjara Hills,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,29,23200,165,175
2025-11-22,S_005,Banjara Hills,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,19,47500,66,105
2025-11-22,S_006,Kondapur,Store,E_001,iPhone 15,Electronics,Mobile,80000,7,560000,28,35
2025-11-22,S_006,Kondapur,Store,E_002,Samsung S24,Electronics,Mobile,75000,5,375000,21,35
2025-11-22,S_006,Kondapur,Store,E_003,MacBook Air,Electronics,Laptop,100000,3,300000,8,14
2025-11-22,S_006,Kondapur,Store,E_004,Sony Headphones,Electronics,Audio,20000,11,220000,55,56
2025-11-22,S_006,Kondapur,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,200,12000,1388,1400
2025-11-22,S_006,Kondapur,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,206,10300,787,1050
2025-11-22,S_006,Kondapur,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,126,11340,842,700
2025-11-22,S_006,Kondapur,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,305,12200,820,1260
2025-11-22,S_006,Kondapur,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,56,19600,156,280
2025-11-22,S_006,Kondapur,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,66,13200,546,420
2025-11-22,S_006,Kondapur,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,7,7
2025-11-22,S_006,Kondapur,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,40,32000,60,175
2025-11-22,S_006,Kondapur,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,22,55000,47,105
2025-11-22,S_007,Begumpet,Store,E_001,iPhone 15,Electronics,Mobile,80000,10,800000,2,35
2025-11-22,S_007,Begumpet,Store,E_002,Samsung S24,Electronics,Mobile,75000,7,525000,33,35
2025-11-22,S_007,Begumpet,Store,E_003,MacBook Air,Electronics,Laptop,100000,3,300000,6,14
2025-11-22,S_007,Begumpet,Store,E_004,Sony Headphones,Electronics,Audio,20000,15,300000,19,56
2025-11-22,S_007,Begumpet,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,258,15480,1236,1400
2025-11-22,S_007,Begumpet,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,200,10000,984,1050
2025-11-22,S_007,Begumpet,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,162,14580,829,700
2025-11-22,S_007,Begumpet,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,286,11440,1611,1260
2025-11-22,S_007,Begumpet,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,58,20300,242,280
2025-11-22,S_007,Begumpet,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,114,22800,30,420
2025-11-22,S_007,Begumpet,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,7,7
2025-11-22,S_007,Begumpet,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,58,46400,138,175
2025-11-22,S_007,Begumpet,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,25,62500,114,105
2025-11-22,S_008,Uppal,Store,E_001,iPhone 15,Electronics,Mobile,80000,6,480000,26,35
2025-11-22,S_008,Uppal,Store,E_002,Samsung S24,Electronics,Mobile,75000,9,675000,14,35
2025-11-22,S_008,Uppal,Store,E_003,MacBook Air,Electronics,Laptop,100000,2,200000,14,14
2025-11-22,S_008,Uppal,Store,E_004,Sony Headphones,Electronics,Audio,20000,12,240000,48,56
2025-11-22,S_008,Uppal,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,360,21600,1571,1400
2025-11-22,S_008,Uppal,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,210,10500,803,1050
2025-11-22,S_008,Uppal,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,167,15030,590,700
2025-11-22,S_008,Uppal,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,183,7320,720,1260
2025-11-22,S_008,Uppal,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,42,14700,185,280
2025-11-22,S_008,Uppal,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,43,8600,452,420
2025-11-22,S_008,Uppal,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,3,7
2025-11-22,S_008,Uppal,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,32,25600,91,175
2025-11-22,S_008,Uppal,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,18,45000,123,105
2025-11-22,S_009,Dilsukhnagar,Store,E_001,iPhone 15,Electronics,Mobile,80000,7,560000,18,35
2025-11-22,S_009,Dilsukhnagar,Store,E_002,Samsung S24,Electronics,Mobile,75000,5,375000,43,35
2025-11-22,S_009,Dilsukhnagar,Store,E_003,MacBook Air,Electronics,Laptop,100000,2,200000,5,14
2025-11-22,S_009,Dilsukhnagar,Store,E_004,Sony Headphones,Electronics,Audio,20000,13,260000,28,56
2025-11-22,S_009,Dilsukhnagar,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,299,17940,1216,1400
2025-11-22,S_009,Dilsukhnagar,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,190,9500,555,1050
2025-11-22,S_009,Dilsukhnagar,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,99,8910,289,700
2025-11-22,S_009,Dilsukhnagar,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,169,6760,1358,1260
2025-11-22,S_009,Dilsukhnagar,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,48,16800,225,280
2025-11-22,S_009,Dilsukhnagar,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,50,10000,252,420
2025-11-22,S_009,Dilsukhnagar,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,3,7
2025-11-22,S_009,Dilsukhnagar,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,37,29600,106,175
2025-11-22,S_009,Dilsukhnagar,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,16,40000,107,105
2025-11-22,S_010,Charminar,Store,E_001,iPhone 15,Electronics,Mobile,80000,6,480000,22,35
2025-11-22,S_010,Charminar,Store,E_002,Samsung S24,Electronics,Mobile,75000,5,375000,22,35
2025-11-22,S_010,Charminar,Store,E_003,MacBook Air,Electronics,Laptop,100000,3,300000,13,14
2025-11-22,S_010,Charminar,Store,E_004,Sony Headphones,Electronics,Audio,20000,9,180000,43,56
2025-11-22,S_010,Charminar,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,311,18660,1025,1400
2025-11-22,S_010,Charminar,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,144,7200,842,1050
2025-11-22,S_010,Charminar,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,124,11160,657,700
2025-11-22,S_010,Charminar,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,351,14040,1492,1260
2025-11-22,S_010,Charminar,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,71,24850,321,280
2025-11-22,S_010,Charminar,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,104,20800,213,420
2025-11-22,S_010,Charminar,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,5,7
2025-11-22,S_010,Charminar,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,31,24800,12,175
2025-11-22,S_010,Charminar,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,21,52500,112,105
2025-11-23,W_001,Shamirpet Central Warehouse,Warehouse,E_001,iPhone 15,Electronics,Mobile,80000,0,0,2500,0
2025-11-23,W_001,Shamirpet Central Warehouse,Warehouse,E_002,Samsung S24,Electronics,Mobile,75000,0,0,2500,0
2025-11-23,W_001,Shamirpet Central Warehouse,Warehouse,E_003,MacBook Air,Electronics,Laptop,100000,0,0,1000,0
2025-11-23,W_001,Shamirpet Central Warehouse,Warehouse,E_004,Sony Headphones,Electronics,Audio,20000,0,0,4000,0
2025-11-23,W_001,Shamirpet Central Warehouse,Warehouse,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,0,0,100000,0
2025-11-23,W_001,Shamirpet Central Warehouse,Warehouse,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,0,0,75000,0
2025-11-23,W_001,Shamirpet Central Warehouse,Warehouse,D_003,Farm Eggs (12),Daily Needs,Dairy,90,0,0,50000,0
2025-11-23,W_001,Shamirpet Central Warehouse,Warehouse,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,0,0,90000,0
2025-11-23,W_001,Shamirpet Central Warehouse,Warehouse,H_001,Detergent 2kg,Home Essentials,Cleaning,350,0,0,20000,0
2025-11-23,W_001,Shamirpet Central Warehouse,Warehouse,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,0,0,30000,0
2025-11-23,W_001,Shamirpet Central Warehouse,Warehouse,H_003,Study Table,Home Essentials,Furniture,4000,0,0,500,0
2025-11-23,W_001,Shamirpet Central Warehouse,Warehouse,F_001,Mens T-Shirt,Fashion,Menswear,800,0,0,12500,0
2025-11-23,W_001,Shamirpet Central Warehouse,Warehouse,F_002,Womans Jeans,Fashion,Womenswear,2500,0,0,7500,0
2025-11-23,S_001,Gachibowli,Store,E_001,iPhone 15,Electronics,Mobile,80000,9,720000,40,35
2025-11-23,S_001,Gachibowli,Store,E_002,Samsung S24,Electronics,Mobile,75000,7,525000,34,35
2025-11-23,S_001,Gachibowli,Store,E_003,MacBook Air,Electronics,Laptop,100000,3,300000,1,14
2025-11-23,S_001,Gachibowli,Store,E_004,Sony Headphones,Electronics,Audio,20000,14,280000,42,56
2025-11-23,S_001,Gachibowli,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,318,19080,1325,1400
2025-11-23,S_001,Gachibowli,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,168,8400,1268,1050
2025-11-23,S_001,Gachibowli,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,178,16020,731,700
2025-11-23,S_001,Gachibowli,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,370,14800,801,1260
2025-11-23,S_001,Gachibowli,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,81,28350,196,280
2025-11-23,S_001,Gachibowli,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,78,15600,182,420
2025-11-23,S_001,Gachibowli,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,7,7
2025-11-23,S_001,Gachibowli,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,51,40800,111,175
2025-11-23,S_001,Gachibowli,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,24,60000,104,105
2025-11-23,S_002,Jubilee Hills,Store,E_001,iPhone 15,Electronics,Mobile,80000,12,960000,39,35
2025-11-23,S_002,Jubilee Hills,Store,E_002,Samsung S24,Electronics,Mobile,75000,11,825000,14,35
2025-11-23,S_002,Jubilee Hills,Store,E_003,MacBook Air,Electronics,Laptop,100000,3,300000,1,14
2025-11-23,S_002,Jubilee Hills,Store,E_004,Sony Headphones,Electronics,Audio,20000,17,340000,43,56
2025-11-23,S_002,Jubilee Hills,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,555,33300,482,1400
2025-11-23,S_002,Jubilee Hills,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,205,10250,748,1050
2025-11-23,S_002,Jubilee Hills,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,228,20520,655,700
2025-11-23,S_002,Jubilee Hills,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,374,14960,1094,1260
2025-11-23,S_002,Jubilee Hills,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,81,28350,225,280
2025-11-23,S_002,Jubilee Hills,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,125,25000,276,420
2025-11-23,S_002,Jubilee Hills,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,6,7
2025-11-23,S_002,Jubilee Hills,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,54,43200,181,175
2025-11-23,S_002,Jubilee Hills,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,22,55000,114,105
2025-11-23,S_003,Madhapur,Store,E_001,iPhone 15,Electronics,Mobile,80000,5,400000,10,35
2025-11-23,S_003,Madhapur,Store,E_002,Samsung S24,Electronics,Mobile,75000,5,375000,29,35
2025-11-23,S_003,Madhapur,Store,E_003,MacBook Air,Electronics,Laptop,100000,2,200000,18,14
2025-11-23,S_003,Madhapur,Store,E_004,Sony Headphones,Electronics,Audio,20000,9,180000,42,56
2025-11-23,S_003,Madhapur,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,284,17040,394,1400
2025-11-23,S_003,Madhapur,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,176,8800,402,1050
2025-11-23,S_003,Madhapur,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,186,16740,468,700
2025-11-23,S_003,Madhapur,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,245,9800,869,1260
2025-11-23,S_003,Madhapur,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,72,25200,260,280
2025-11-23,S_003,Madhapur,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,69,13800,185,420
2025-11-23,S_003,Madhapur,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,6,7
2025-11-23,S_003,Madhapur,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,37,29600,105,175
2025-11-23,S_003,Madhapur,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,17,42500,60,105
2025-11-23,S_004,Kukatpally,Store,E_001,iPhone 15,Electronics,Mobile,80000,5,400000,22,35
2025-11-23,S_004,Kukatpally,Store,E_002,Samsung S24,Electronics,Mobile,75000,8,600000,39,35
2025-11-23,S_004,Kukatpally,Store,E_003,MacBook Air,Electronics,Laptop,100000,2,200000,14,14
2025-11-23,S_004,Kukatpally,Store,E_004,Sony Headphones,Electronics,Audio,20000,8,160000,44,56
2025-11-23,S_004,Kukatpally,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,168,10080,646,1400
